Date,Name,Symbol,Type,Category,Quantity,Price,TotalValue,Note
2024/5,Chainlink,LINK,Assets,Cryptocurrency,99.00,568,"56,265",Binance(earn)
2024/5,The Graph,GRT,Assets,Cryptocurrency,"4,466.00",10,"42,641",MAX
2024/5,Pyth Network,PYTH,Assets,Cryptocurrency,"2,468.00",15,"38,224",Binance(earn)
2024/5,Truflation,TRUF,Assets,Cryptocurrency,"1,426.00",15,"21,868",Binance(earn)
2024/5,Filecoin,FIL,Assets,Cryptocurrency,126.49,212,"26,837",
2024/5,Arweave,AR,Assets,Cryptocurrency,20.53,"1,344","27,588",
2024/5,Immutable,IMX,Assets,Cryptocurrency,764.00,73,"55,578","Binance, OKX"
2024/5,GALA,GALA,Assets,Cryptocurrency,"14,353.00",1,"20,883",
2024/5,Beam,BEAM,Assets,Cryptocurrency,"37,672.00",1,"31,320",
2024/5,Ronin,RON,Assets,Cryptocurrency,193.84,100,"19,326",
2024/5,Xai,XAI,Assets,Cryptocurrency,283.00,28,"7,993",
2024/5,Nakamoto Games,NAKA,Assets,Cryptocurrency,208.45,50,"10,418",
2024/5,Gaimin,GMRX,Assets,Cryptocurrency,"172,872.00",0,"20,211",
2024/5,Aethir,ATH,Assets,Cryptocurrency,0,0,0,
2024/5,Portal,PORTAL,Assets,Cryptocurrency,508.48,31,"15,853",
2024/5,Myria,MYRIA,Assets,Cryptocurrency,"82,339.00",0,"16,659",
2024/5,GamerCoin,GHX,Assets,Cryptocurrency,"1,632.00",4,"7,166",
2024/5,Ultiverse,ULTI,Assets,Cryptocurrency,"2,114.00",2,"3,776",
2024/5,SuperVerse,SUPER,Assets,Cryptocurrency,589.67,34,"19,916",
2024/5,Render,RENDER,Assets,Cryptocurrency,104.06,335,"34,874",
2024/5,Akash network,AKT,Assets,Cryptocurrency,223.44,146,"32,581",
2024/5,Nosana,NOS,Assets,Cryptocurrency,66.47,151,"10,059",
2024/5,Clore.ai,CLORE,Assets,Cryptocurrency,"1,727.90",5,"9,427",
2024/5,AIT Portocol,AIT,Assets,Cryptocurrency,600.00,8,"4,864",
2024/5,Artificial Superintelligence Alliance,FET,Assets,Cryptocurrency,401.60,66,"26,346",
2024/5,RSS3,RSS3,Assets,Cryptocurrency,"2,800.00",12,"32,263",
2024/5,AIOZ Network,AIOZ,Assets,Cryptocurrency,578.12,23,"13,349",
2024/5,PAAL AI,PAAL,Assets,Cryptocurrency,0.00,17,0,
2024/5,Cosmos Hub,ATOM,Assets,Cryptocurrency,61.73,282,"17,412",
2024/5,Injective,INJ,Assets,Cryptocurrency,30.24,955,"28,881",
2024/5,Evmos,EVMOS,Assets,Cryptocurrency,241.19,1,348,
2024/5,Celestia,TIA,Assets,Cryptocurrency,93.75,355,"33,247",
2024/5,Dymension,DYM,Assets,Cryptocurrency,13.69,102,"1,402",
2024/5,Sei,SEI,Assets,Cryptocurrency,"1,196.50",18,"21,752",
2024/5,Osmosis,OSMO,Assets,Cryptocurrency,101.81,27,"2,741",
2024/5,JUNO,JUNO,Assets,Cryptocurrency,109.96,5,581,
2024/5,Scroll,SCR,Assets,Cryptocurrency,,0,0,
2024/5,ZKSync,ZK,Assets,Cryptocurrency,,0,0,
2024/5,Pepe,PEPE,Assets,Cryptocurrency,0.00,0,0,
2024/5,Slerf,SLERF,Assets,Cryptocurrency,655.00,13,"8,509",
2024/5,AssangeDAO,JUSTIC,Assets,Cryptocurrency,"500,000.00",0,"2,973",
2024/5,Parcl,PRCL,Assets,Cryptocurrency,,0,0,
2024/5,Neon,NEON,Assets,Cryptocurrency,606.84,25,"15,136",
2024/5,LayerZero,ZRO,Assets,Cryptocurrency,,0,0,
2024/5,Pendle,PENDLE,Assets,Cryptocurrency,309.49,189,"58,396",
2024/5,Neutron,NTRN,Assets,Cryptocurrency,335.26,25,"8,476",
2024/5,Aerodrome Finance,AERO,Assets,Cryptocurrency,599.58,34,"20,192",
2024/5,Realio,RIO,Assets,Cryptocurrency,655.84,63,"41,320",
2024/5,MANTRA,OM,Assets,Cryptocurrency,"1,589.37",30,"47,332",
2024/5,Ondo,ONDO,Assets,Cryptocurrency,"1,458.00",45,"66,290",
2024/5,TRESTLE,TRESTLE,Assets,Cryptocurrency,"7,614.00",0,987,
2024/5,Ordiswap,ORDS,Assets,Cryptocurrency,"8,590.00",2,"15,176",
2024/5,Stacks,STX,Assets,Cryptocurrency,284.53,80,"22,713",
2024/5,USDT,USDT,Assets,Cryptocurrency,690.87,32,"22,437",Binance(earn)
2024/5,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2024/5,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2024/5,Installment,TWD,Liabilities,Cash,1.00,"136,541","136,541",
2024/4,盈志 Bank,TWD,Assets,Cash,"25,529",1,"25,529",國泰世華
2024/4,郁雯 Bank,TWD,Assets,Cash,"960,336",1,"960,336",郵局
2024/4,Bitcoin,BTC,Assets,Cryptocurrency,0.0629,"2,060,421","129,601",
2024/4,Ethereum,ETH,Assets,Cryptocurrency,3.33,"101,552","338,167","Sushi(farm), Matamask, Binance(earn)"
2024/4,Solana,SOL,Assets,Cryptocurrency,11.53,"4,736","54,604",Binance(earn)
2024/4,Sui,SUI,Assets,Cryptocurrency,585.68,36,"21,244",Binance(earn)
2024/4,Polygon,POL,Assets,Cryptocurrency,"3,790.00",24,"90,262",Binance(earn)
2024/4,Arbitrum,ARB,Assets,Cryptocurrency,896.84,36,"32,388",Binance(earn)
2024/4,Optimism,OP,Assets,Cryptocurrency,203.00,95,"19,296",Binance(earn)
2024/4,Chainlink,LINK,Assets,Cryptocurrency,99.00,469,"46,433",Binance(earn)
2024/4,The Graph,GRT,Assets,Cryptocurrency,"4,466.00",10,"42,722",MAX
2024/4,Pyth Network,PYTH,Assets,Cryptocurrency,"2,468.00",18,"44,642",Binance(earn)
2024/4,Truflation,TRUF,Assets,Cryptocurrency,"1,426.00",17,"24,151",Binance(earn)
2024/4,Filecoin,FIL,Assets,Cryptocurrency,126.49,201,"25,476",
2024/4,Arweave,AR,Assets,Cryptocurrency,0.00,"1,264",0,
2024/4,Immutable,IMX,Assets,Cryptocurrency,764.00,73,"55,890","Binance, OKX"
2024/4,GALA,GALA,Assets,Cryptocurrency,"14,353.00",2,"21,804",
2024/4,Beam,BEAM,Assets,Cryptocurrency,"37,672.00",1,"31,237",
2024/4,Ronin,RON,Assets,Cryptocurrency,193.84,92,"17,816",
2024/4,Xai,XAI,Assets,Cryptocurrency,283.00,25,"7,013",
2024/4,Nakamoto Games,NAKA,Assets,Cryptocurrency,208.45,54,"11,212",
2024/4,Gaimin,GMRX,Assets,Cryptocurrency,"172,872.00",0,"39,572",
2024/4,Aethir,ATH,Assets,Cryptocurrency,0,0,0,
2024/4,Portal,PORTAL,Assets,Cryptocurrency,508.48,28,"14,195",
2024/4,Myria,MYRIA,Assets,Cryptocurrency,"82,388.00",0,"17,936",
2024/4,SuperVerse,SUPER,Assets,Cryptocurrency,589.67,32,"19,086",
2024/4,Render,RENDER,Assets,Cryptocurrency,104.06,323,"33,580",
2024/4,Akash network,AKT,Assets,Cryptocurrency,223.44,159,"35,624",
2024/4,Nosana,NOS,Assets,Cryptocurrency,66.47,136,"9,023",
2024/4,Clore.ai,CLORE,Assets,Cryptocurrency,"1,727.90",7,"12,059",
2024/4,AIT Portocol,AIT,Assets,Cryptocurrency,600.00,10,"5,743",
2024/4,Artificial Superintelligence Alliance,FET,Assets,Cryptocurrency,401.60,80,"32,143",
2024/4,RSS3,RSS3,Assets,Cryptocurrency,"2,800.00",13,"35,588",
2024/4,AIOZ Network,AIOZ,Assets,Cryptocurrency,578.12,25,"14,659",
2024/4,PAAL AI,PAAL,Assets,Cryptocurrency,0.00,17,0,
2024/4,Cosmos Hub,ATOM,Assets,Cryptocurrency,61.73,302,"18,659",
2024/4,Injective,INJ,Assets,Cryptocurrency,30.24,799,"24,173",
2024/4,Evmos,EVMOS,Assets,Cryptocurrency,241.19,1,343,
2024/4,Celestia,TIA,Assets,Cryptocurrency,93.75,335,"31,364",
2024/4,Dymension,DYM,Assets,Cryptocurrency,13.69,110,"1,511",
2024/4,Sei,SEI,Assets,Cryptocurrency,"1,196.50",18,"21,949",
2024/4,Osmosis,OSMO,Assets,Cryptocurrency,101.81,29,"2,999",
2024/4,JUNO,JUNO,Assets,Cryptocurrency,109.96,7,774,
2024/4,Scroll,SCR,Assets,Cryptocurrency,,0,0,
2024/4,ZKSync,ZK,Assets,Cryptocurrency,,0,0,
2024/4,Pepe,PEPE,Assets,Cryptocurrency,0.00,0,0,
2024/4,Slerf,SLERF,Assets,Cryptocurrency,655.00,11,"7,339",
2024/4,Parcl,PRCL,Assets,Cryptocurrency,,0,0,
2024/4,Neon,NEON,Assets,Cryptocurrency,606.84,34,"20,516",
2024/4,LayerZero,ZRO,Assets,Cryptocurrency,,0,0,
2024/4,Pendle,PENDLE,Assets,Cryptocurrency,309.49,165,"51,127",
2024/4,Neutron,NTRN,Assets,Cryptocurrency,335.26,24,"8,157",
2024/4,Aerodrome Finance,AERO,Assets,Cryptocurrency,599.58,37,"22,420",
2024/4,Realio,RIO,Assets,Cryptocurrency,655.84,60,"39,474",
2024/4,MANTRA,OM,Assets,Cryptocurrency,"1,589.37",25,"39,170",
2024/4,Ondo,ONDO,Assets,Cryptocurrency,"1,458.00",28,"41,077",
2024/4,TRESTLE,TRESTLE,Assets,Cryptocurrency,"7,614.00",0,"1,455",
2024/4,Ordiswap,ORDS,Assets,Cryptocurrency,"8,590.00",4,"31,021",
2024/4,Stacks,STX,Assets,Cryptocurrency,284.53,75,"21,288",
2024/4,USDT,USDT,Assets,Cryptocurrency,"1,470.00",32,"47,062",Binance(earn)
2024/4,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2024/4,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2024/4,Installment,TWD,Liabilities,Cash,1.00,"136,541","136,541",
2024/3,盈志 Bank,TWD,Assets,Cash,"49,168",1,"49,168",國泰世華
2024/3,郁雯 Bank,TWD,Assets,Cash,"1,090,041",1,"1,090,041",郵局
2024/3,Bitcoin,BTC,Assets,Cryptocurrency,0.0629,"2,242,130","141,030",
2024/3,Ethereum,ETH,Assets,Cryptocurrency,3.33,"116,012","386,320","Sushi(farm), Matamask, Binance(earn)"
2024/3,Solana,SOL,Assets,Cryptocurrency,11.53,"5,586","64,404",Binance(earn)
2024/3,Sui,SUI,Assets,Cryptocurrency,585.68,52,"30,646",Binance(earn)
2024/3,Polygon,POL,Assets,Cryptocurrency,"2,761.00",30,"81,454",Binance(earn)
2024/3,Arbitrum,ARB,Assets,Cryptocurrency,896.84,49,"43,899",Binance(earn)
2024/3,Optimism,OP,Assets,Cryptocurrency,203.00,104,"21,058",Binance(earn)
2024/3,Chainlink,LINK,Assets,Cryptocurrency,99.00,564,"55,833",Binance(earn)
2024/3,The Graph,GRT,Assets,Cryptocurrency,"4,466.00",11,"49,048",MAX
2024/3,Pyth Network,PYTH,Assets,Cryptocurrency,"2,468.00",26,"64,647",Binance(earn)
2024/3,Filecoin,FIL,Assets,Cryptocurrency,126.49,286,"36,187",
2024/3,Arweave,AR,Assets,Cryptocurrency,0.00,"1,062",0,
2024/3,Immutable,IMX,Assets,Cryptocurrency,764.00,88,"67,512","Binance, OKX"
2024/3,GALA,GALA,Assets,Cryptocurrency,"14,353.00",2,"29,352",
2024/3,Beam,BEAM,Assets,Cryptocurrency,"37,672.00",1,"38,045",
2024/3,Ronin,RON,Assets,Cryptocurrency,193.84,124,"24,084",
2024/3,Xai,XAI,Assets,Cryptocurrency,283.00,35,"10,003",
2024/3,Nakamoto Games,NAKA,Assets,Cryptocurrency,208.45,63,"13,091",
2024/3,Gaimin,GMRX,Assets,Cryptocurrency,0.00,0,0,
2024/3,Aethir,ATH,Assets,Cryptocurrency,0,0,0,
2024/3,Portal,PORTAL,Assets,Cryptocurrency,508.48,53,"26,799",
2024/3,Myria,MYRIA,Assets,Cryptocurrency,"82,388.00",0,"24,441",
2024/3,SuperVerse,SUPER,Assets,Cryptocurrency,589.67,38,"22,518",
2024/3,Render,RENDER,Assets,Cryptocurrency,104.06,317,"33,036",
2024/3,Akash network,AKT,Assets,Cryptocurrency,223.44,134,"30,040",
2024/3,Nosana,NOS,Assets,Cryptocurrency,66.47,97,"6,440",
2024/3,Clore.ai,CLORE,Assets,Cryptocurrency,"1,727.90",8,"13,633",
2024/3,AIT Portocol,AIT,Assets,Cryptocurrency,600.00,16,"9,468",
2024/3,Artificial Superintelligence Alliance,FET,Assets,Cryptocurrency,401.60,86,"34,575",
2024/3,RSS3,RSS3,Assets,Cryptocurrency,"2,800.00",15,"41,002",
2024/3,AIOZ Network,AIOZ,Assets,Cryptocurrency,578.12,27,"15,417",
2024/3,PAAL AI,PAAL,Assets,Cryptocurrency,0.00,20,0,
2024/3,Cosmos Hub,ATOM,Assets,Cryptocurrency,61.73,351,"21,682",
2024/3,Injective,INJ,Assets,Cryptocurrency,30.24,"1,105","33,419",
2024/3,Evmos,EVMOS,Assets,Cryptocurrency,241.19,2,577,
2024/3,Celestia,TIA,Assets,Cryptocurrency,93.75,386,"36,184",
2024/3,Dymension,DYM,Assets,Cryptocurrency,13.69,170,"2,324",
2024/3,Sei,SEI,Assets,Cryptocurrency,"1,196.50",23,"27,414",
2024/3,Osmosis,OSMO,Assets,Cryptocurrency,101.81,42,"4,273",
2024/3,JUNO,JUNO,Assets,Cryptocurrency,109.96,9,"1,041",
2024/3,Scroll,SCR,Assets,Cryptocurrency,,0,0,
2024/3,ZKSync,ZK,Assets,Cryptocurrency,,0,0,
2024/3,Pepe,PEPE,Assets,Cryptocurrency,"101,754,913.00",0,"24,085",
2024/3,Slerf,SLERF,Assets,Cryptocurrency,466.00,13,"6,128",
2024/3,Parcl,PRCL,Assets,Cryptocurrency,,0,0,
2024/3,Neon,NEON,Assets,Cryptocurrency,606.84,44,"26,812",
2024/3,LayerZero,ZRO,Assets,Cryptocurrency,,0,0,
2024/3,Pendle,PENDLE,Assets,Cryptocurrency,309.49,204,"62,999",
2024/3,Neutron,NTRN,Assets,Cryptocurrency,335.26,36,"11,956",
2024/3,Realio,RIO,Assets,Cryptocurrency,655.84,82,"53,814",
2024/3,MANTRA,OM,Assets,Cryptocurrency,"1,589.37",25,"39,870",
2024/3,Ondo,ONDO,Assets,Cryptocurrency,"1,458.00",25,"36,745",
2024/3,Truflation,TRUF,Assets,Cryptocurrency,"7,614.00",0,"3,420",
2024/3,Ordiswap,ORDS,Assets,Cryptocurrency,"8,590.00",6,"51,508",
2024/3,Stacks,STX,Assets,Cryptocurrency,284.53,106,"30,252",
2024/3,USDT,USDT,Assets,Cryptocurrency,290.00,32,"9,152",Binance(earn)
2024/3,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2024/3,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2024/3,Installment,TWD,Liabilities,Cash,1.00,"136,541","136,541",
2024/2,盈志 Bank,TWD,Assets,Cash,"45,466",1,"45,466",國泰世華
2024/2,郁雯 Bank,TWD,Assets,Cash,"1,094,808",1,"1,094,808",郵局
2024/2,Bitcoin,BTC,Assets,Cryptocurrency,0.0629,"2,096,895","131,895",
2024/2,Ethereum,ETH,Assets,Cryptocurrency,5.18,"121,844","630,577","Sushi(farm), Matamask, Binance(earn)"
2024/2,Solana,SOL,Assets,Cryptocurrency,13.38,"4,529","60,597",Binance(earn)
2024/2,Sui,SUI,Assets,Cryptocurrency,168.00,50,"8,469",Binance(earn)
2024/2,Polygon,POL,Assets,Cryptocurrency,"2,454.93",31,"76,677",Binance(earn)
2024/2,Arbitrum,ARB,Assets,Cryptocurrency,685.00,68,"46,642",Binance(earn)
2024/2,Optimism,OP,Assets,Cryptocurrency,215.00,145,"31,159",Binance(earn)
2024/2,Chainlink,LINK,Assets,Cryptocurrency,99.00,625,"61,843",Binance(earn)
2024/2,The Graph,GRT,Assets,Cryptocurrency,"4,466.00",10,"46,869",MAX
2024/2,Pyth Network,PYTH,Assets,Cryptocurrency,"2,468.00",21,"52,395",Binance(earn)
2024/2,Filecoin,FIL,Assets,Cryptocurrency,126.49,247,"31,290",
2024/2,Arweave,AR,Assets,Cryptocurrency,0.00,405,0,
2024/2,Immutable,IMX,Assets,Cryptocurrency,764.00,104,"79,463","Binance, OKX"
2024/2,GALA,GALA,Assets,Cryptocurrency,"11,356.00",1,"15,607",
2024/2,Beam,BEAM,Assets,Cryptocurrency,"37,672.00",1,"45,889",
2024/2,Ronin,RON,Assets,Cryptocurrency,99.00,98,"9,672",
2024/2,Xai,XAI,Assets,Cryptocurrency,283.00,44,"12,375",
2024/2,Nakamoto Games,NAKA,Assets,Cryptocurrency,208.45,75,"15,691",
2024/2,SuperVerse,SUPER,Assets,Cryptocurrency,328.67,47,"15,604",
2024/2,Render,RENDER,Assets,Cryptocurrency,104.06,300,"31,201",
2024/2,Akash network,AKT,Assets,Cryptocurrency,221.98,181,"40,075",
2024/2,Nosana,NOS,Assets,Cryptocurrency,66.47,226,"14,989",
2024/2,Clore.ai,CLORE,Assets,Cryptocurrency,"1,727.90",9,"15,273",
2024/2,AIT Portocol,AIT,Assets,Cryptocurrency,0.00,27,0,
2024/2,Artificial Superintelligence Alliance,FET,Assets,Cryptocurrency,401.60,77,"31,108",
2024/2,RSS3,RSS3,Assets,Cryptocurrency,"2,005.97",8,"15,601",
2024/2,Cosmos Hub,ATOM,Assets,Cryptocurrency,61.36,426,"26,116",
2024/2,Injective,INJ,Assets,Cryptocurrency,22.00,"1,345","29,586",
2024/2,Evmos,EVMOS,Assets,Cryptocurrency,239.30,3,747,
2024/2,Celestia,TIA,Assets,Cryptocurrency,91.26,512,"46,736",
2024/2,Dymension,DYM,Assets,Cryptocurrency,12.29,209,"2,572",
2024/2,Osmosis,OSMO,Assets,Cryptocurrency,101.81,53,"5,438",
2024/2,JUNO,JUNO,Assets,Cryptocurrency,109.96,13,"1,477",
2024/2,Scroll,SCR,Assets,Cryptocurrency,,0,0,
2024/2,ZKSync,ZK,Assets,Cryptocurrency,,0,0,
2024/2,Starknet,STRK,Assets,Cryptocurrency,,0,0,
2024/2,Silly Dragon,SILLY,Assets,Cryptocurrency,957.36,2,"1,824",Binance(earn)
2024/2,Pepe,PEPE,Assets,Cryptocurrency,"101,377,890.00",0,"25,015",
2024/2,Shiba Inu,SHIB,Assets,Cryptocurrency,"14,702,919.00",0,"15,614",
2024/2,ArbDoge,AIDOGE,Assets,Cryptocurrency,"569,646,174,451.00",0,"9,307",
2024/2,Parcl,PRCL,Assets,Cryptocurrency,,0,0,
2024/2,Neon,NEON,Assets,Cryptocurrency,606.84,58,"35,444",
2024/2,LayerZero,ZRO,Assets,Cryptocurrency,,0,0,
2024/2,Pendle,PENDLE,Assets,Cryptocurrency,309.49,101,"31,126",
2024/2,Neutron,NTRN,Assets,Cryptocurrency,335.26,47,"15,603",
2024/2,Realio,RIO,Assets,Cryptocurrency,455.38,34,"15,503",
2024/2,USDT,USDT,Assets,Cryptocurrency,506.00,31,"15,804",Binance(earn)
2024/2,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2024/2,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2024/2,Installment,TWD,Liabilities,Cash,1.00,"136,541","136,541",
2024/1,盈志 Bank,TWD,Assets,Cash,"210,926",1,"210,926",國泰世華
2024/1,郁雯 Bank,TWD,Assets,Cash,"1,023,866",1,"1,023,866",郵局
2024/1,Bitcoin,BTC,Assets,Cryptocurrency,0.1583,"1,319,609","208,894",
2024/1,Ethereum,ETH,Assets,Cryptocurrency,5.41,"71,541","387,226","Sushi(farm), Matamask, Binance(earn)"
2024/1,Chainlink,LINK,Assets,Cryptocurrency,145.81,588,"85,708",Binance(earn)
2024/1,Polygon,POL,Assets,Cryptocurrency,"2,454.93",24,"59,780",Binance(earn)
2024/1,Fantom,FTM,Assets,Cryptocurrency,300.00,11,"3,325",Binance(earn)
2024/1,Gains Network,GNS,Assets,Cryptocurrency,99.85,165,"16,426",Binance(earn)
2024/1,Arbitrum,ARB,Assets,Cryptocurrency,996.91,56,"55,644",Binance(earn)
2024/1,Optimism,OP,Assets,Cryptocurrency,823.00,101,"82,914",Binance(earn)
2024/1,Sui,SUI,Assets,Cryptocurrency,377.70,48,"18,070",Binance(earn)
2024/1,Cheems,CHEEMS,Assets,Cryptocurrency,"3,441,000,000.00",0,"1,632",Binance(earn)
2024/1,The Graph,GRT,Assets,Cryptocurrency,"5,887.56",5,"28,114",MAX
2024/1,Immutable,IMX,Assets,Cryptocurrency,253.57,69,"17,420","Binance, OKX"
2024/1,Solana,SOL,Assets,Cryptocurrency,1.47,"2,950","4,342",Binance(earn)
2024/1,Silly Dragon,SILLY,Assets,Cryptocurrency,957.36,1,"1,174",Binance(earn)
2024/1,Pyth Network,PYTH,Assets,Cryptocurrency,44.46,14,641,Binance(earn)
2024/1,Toncoin,TON,Assets,Cryptocurrency,201.01,63,"12,699",Binance(earn)
2024/1,Chia,XCH,Assets,Cryptocurrency,4.00,934,"3,735",Chia wallet
2024/1,AltLayer,ALT,Assets,Cryptocurrency,91.58,10,871,Chia wallet
2024/1,USDT,USDT,Assets,Cryptocurrency,62.67,31,"1,922",Binance(earn)
2024/1,TWINBEANS stock,,Assets,Unlisted stock,"451,500.00",10,"4,515,000","12 NT/share: 500K(盈志)+850K(爸)+150K(廷)
20 NT/share: 780K(盈志)
Share(盈志)：41,667+39,000 = 80667
Share(爸)：70,833
Share(廷)：12,500"
2024/1,Atom stock,,Assets,Unlisted stock,"5,000.00",24,"120,000",
2024/1,Installment,TWD,Liabilities,Cash,1.00,"38,647","38,647",
2023/12,盈志 Bank,TWD,Assets,Cash,"48,358",1,"48,358",國泰世華
2023/12,郁雯 Bank,TWD,Assets,Cash,"1,071,402",1,"1,071,402",郵局
2023/12,Bitcoin,BTC,Assets,Cryptocurrency,0.2085,"1,368,105","285,250",
2023/12,Ethereum,ETH,Assets,Cryptocurrency,5.90,"70,269","414,277","Sushi(farm), Matamask, Binance(earn)"
2023/12,Chainlink,LINK,Assets,Cryptocurrency,145.83,450,"65,631",Binance(earn)
